"MembershipID","tIncludeInCurrentMailing","tFRPCanadaMember","tFRPJointMembership","tNewFRPCanadaMember","tNewFRPBCMember","tJoinDate","tFRP-BC(Provincial)","tFRP-BC-FRP-Canada-ADD","tJointMembership(National)","tEndowmentDonation","tTOTAL","tFederalCharitableRegistrationNo","tAgencyName","tAgencyAddress1","tAgencyAddress2","tAgencyProv","tAgencyCity","tAgencyPC","tAgencyPhone","tAgencyFax","tAgencyWebsite","tAgencyDirector","tAgencyContactTitle","tAgencyDirectorPhone","tAgencyDirectorExt","tAgencyDirectorEmail","tAgencyEmail","tAboriginal","tNewtoCanada","tMemberName","tMainProgramContact","tMainContactTitle","tMainContactPhone","tMainContactEmail","tProgramLink","bMember","tNumber","tPolicySurvey","tRegion","tSubRegion","tPopulation","bSameAsAgency","tMemberAddress1","tMemberAddress2","tMemberCity","tMemberProv","tMemberPC","tMemberPhone","tMemberFax","bMailingSameAs","tMailingAddress1","tMailingAddress2","tMailingCity","tMailingProv","tMailingPC","tCommunity","b2007Questionnaire","tCoordinator","tProgramContactTitle","tCoordinatorPhone","tCoordinatorExt","tCoordinatorEmail","tAdditionalContactName","tAdditionalContactTitle","tAdditionalContactExt","tAdditionalContactEmail","tPSPProgressNotes","tPSPEmailContactDate","tPSPPhone1Date","tPSPPhone2Date","tPSPPhone3Date","tPSPPhone4Date","tPSPSelfAssessmentComplete","tPSPPresentation","tPSPPresentationDate","tAccredited","tPSPImplementationComplete","tPSPImplementationDate","tPSPCommitted","tPSPNotCommitted","nBoosterSeatsRequested","nBoosters Delivered","Booster Seats 2008","Booster Seat Total","bFRP","tOther","tUrbanRural","SchoolDistID","tDaysOpenPerWeek","tHoursOpenPerWeek","tServiceType","tPercentageFundingNotMCFD","bMCFDFunding","tGaming","cMCFDAmount","tSuccessBy6","tUnitedWay","tCAP-C","tVancouverFoundation","tMakeChildrenFirst","tIDP","tAboriginalIDP","tMinistryEducation","tPartnerOrganizations","tCommunityInvestments","tFundraising/Donations","tOtherFundingSources","tTotalAnnualFunding","tProgramExpenseTotal","tInKindFunds","tProgrammingDeficit","tFundingAmountForStrongStart","t2003EnhancementGrantAppliedFor","t2003DevelopmentRequest","t2003EnhancementGrantRequest","t2003EnhancementGrantAwarded","t2003IntentionsFor-EG-Funding","t2003EG-Comments","tCapacityGrantRequest","tCapacityGrantApplicationSentOut","tGrantApplicationReceived","tStreamOne","tStreamTwo","tCG-CriteriaMet","tCapacityGrantAmountAwarded","tIntentionsForCapacityGrantFunding","tComments-CapacityGrants","tApplicationNumber","nMembershipType","dRenewal","dUpdate","tReceiptNo","cSatelliteFunding","t2009StatusNotes","tMembershipNotes","tParentChildInteractiveDrop-in","tCounsellingServices","tSupportiveCounselling","tClothingExchange","tPregnancyOutreachProgram","tCommunityKitchenAndNutritionEducation","tDadsDrop-in","tWell-babyClinicsAndHealthScreening","tRespiteChildMinding","tCommunityActivities-DinnersAndFieldTrips","tSpecialNeeds","tCreativePlay-CraftsAndPainting","tAgeAppropriateToys-stations","tNobody'sPerfect","tTriplePParenting","tChildDevelopmentActivities-CircleTime","tEarlyChildhoodIntervention","tLanguageDevelopment","tEarlyLiteracyPrograms","tAboriginalMotherGooseProgram","tYoungParents Program","tParentChildMotherGoose","tWorkshopsAndCourses","tESLForParent/Caregiver","tParentSupportGroups","tPrenatalPrograms","tToyLendingLibrary","tHomeVisiting","tKindergartenReadiness","tFamilyPreservation","tChildCareServices","tEmploymentAndHousing","tDisabilityRelatedServices","nSchoolDistrictID","tPartnership01","tPartnership02","tPartnership03","tPartnership04","tPartnership05","tPartnership06","tPartnership07","tPartnership08","tPartnership09","tPartnership10","tPartnership11","tPartnership12","tDSA2005NominationReceived","tDSA2005AwardWinner","tDSA2006NominationReceived","tDSA2006AwardWinner","tDSA2007NominationReceived","tDSA2007AwardWinner","tDSA2008Applied","tDSA2008AwardWinner","tDSA2008AwardAppliedFor","tDSA2007AwardAppliedFor","tCAPC Program"
44,0,1,1,0,0,"2002",,,"100.0000",,"100.0000",,"Esquimalt Neighbourhood House","511 Constance Avenue",,"BC","Victoria","V9A 6N5","2503852635","2503842078","www.enh.bc.ca#http://www.enh.bc.ca#",,,"2503852635",,,,"30","1","Esquimalt Neighbourhood House Family Services","Diana Bosworth","Family Service Coordinator","(250) 385-2635","dbosworth@enh.bc.ca",,1,"023",1,"Vancouver Island",,"78,057",1,"511 Constance Avenue",,"Victoria","BC","V9A 6N5","2503852635","2503842078",1,"511 Constance Avenue",,"Victoria","BC","V9A 6N5","Victoria",0,"Diana Bosworth","Family Service Coordinator","2503852635","207","dbosworth@enh.bc.ca",,,,,,,,,,,0,0,,0,0,,1,0,10,"10","10","20",1,,"Urban",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,1210921200000,,0,0,0,,,,,1,1364799600000,1331107200000,"014",,"Paid Membership Dues to FRP-BC.  Accounted for in payment from FRP-BC to FRP Canada (March 2009)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
45,0,0,0,0,0,"2002","60.0000",,,,"60.0000",,"Fairfield Community Association","1330 Fairfield Rd.",,"BC","Victoria","V8S 5J1","2503824604","2503824613","www.fairfieldcommunity.ca#http://www.fairfieldcommunity.ca#","Joan Kotarski","Executive Director","2503824604",,"family@fairfieldcommunity.ca","place@fairfieldcommunity.ca","3","4","Fairfield Family Programs","Ro Fife","Family Programs Coordinator","(250) 382-4604","family@fairfieldcommunity.ca",,1,"003",0,"Vancouver Island",,"78,057",1,"1330 Fairfield Rd.",,"Victoria","BC","V8S 5J1","2503824604","2503824613",1,"1330 Fairfield Rd.",,"Victoria","BC","V8S 5J1","Victoria",0,"Ro Fife","Family Programs Coordinator","2503824604",,"family@fairfieldcommunity.ca",,,,,,,,,,,0,0,,0,0,,1,0,,,"5","5",1,,"Urban",,,,"Multi-service","70",0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,1210921200000,,0,0,0,,,,,1,1364799600000,1331535600000,"977",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
46,1,1,1,0,0,"2002",,,"100.0000",,"100.0000",,"Family Resource Centre of Invermere","1317 - 7th Avenue","PO Box 2289","BC","Invermere","V0A 1K0","2503425566","2503423850","www.familyresourcecentre.ca/programs.html#http://www.familyresourcecentre.ca/programs.html#","Pat Cope",,"2503425566",,"pcope@familyresourcecentre.ca","info@FamilyResourceCentre.ca","0","0","Growing Together: Parenting for Healthy Development","Pat Cope",,"(250) 342-4242","pcope@familyresourcecentre.ca",,1,"014",0,"Interior",,"3,470",1,"1317 - 7th Avenue","PO Box 2289","Invermere","BC","V0A 1K0","2503425566","2503423850",1,"1317 - 7th Avenue","PO Box 2289","Invermere","BC","V0A 1K0","Invermere",0,"Pat Cope",,"2503424242",,"pcope@familyresourcecentre.ca",,,,,"Doing worksheet.  They are applying for StrongStart","March 2009","March 2009","May 2009",,,0,0,,0,0,,1,0,20,"10","10","20",1,,"Ultra Rural",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,,,0,0,0,,,,,1,1364799600000,1335769200000,"39",,"Paid Membershiip Dues to FRP Canada","They sent a cheque, then another (check deposit re",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
50,0,0,0,0,0,"2005","60.0000",,,,"60.0000",,"Federation des parents Francophones de C.-B.","1555, 7e Ave. Ouest Bureau 223",,"BC","Vancouver","V6J 1S1","6047365056","6047361259","www.fpfcb.bc.ca#http://www.fpfcb.bc.ca#","Marie-Andree Asselin","Executive Director","6047365056",,"maasselin@fpfcb.bc.ca","info@fpfcb.bc.ca","0","0","Federation des parents Francophones","Marie-Andree Asselin","Executive Director","(604) 736-5056","maasselin@fpfcb.bc.ca",,1,"084",0,"Vancouver Coastal",,"578,041",1,"1555, 7e Ave Ouest Bureau 223",,"Vancouver","BC","V6J 1S1","6047365056","6047361259",1,"1555, 7e Ave Ouest Bureau 223",,"Vancouver","BC","V6J 1S1","Vancouver",0,"Marie-Andree Asselin",,"6047365056",,"maasselin@fpfcb.bc.ca",,,,,,,,,,,0,0,,0,0,,0,1,2,"2","2","4",1,,"Urban",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,,,,,1,1364799600000,1331107200000,"015",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
52,0,0,1,1,0,"2002",,,"100.0000",,"100.0000","89950 8758 RR 0001","Boston Bar/North Bend Enhancement Society","Box 251",,"BC","Boston Bar","V0K 1C0","6048679440","6048679204",,"Nancy Carmichael","Executive Director","6048679440",,"ncarmichael@lookieloo.net","fcfamplace@lookieloo.net","40","12","Fraser Canyon Family Place","Nancy Carmichael","Executive Director","(604) 867-9440","ncarmichael@lookieloo.net",,1,"199",1,"Fraser Valley",,"185",1,"Box 251",,"Boston Bar","BC","V0K 1C0","6048679440","6048679204",1,"Box 251",,"Boston Bar","BC","V0K 1C0","Boston Bar",0,"Nancy Carmichael","Executive Director","6048679440",,"ncarmichael@lookieloo.net","Marg","Program Coordinator",,,"Not able to reach - call again (3rd contact).  Contact made.  Has a program manual that needs updating, will use Standards to assist.  Tiny Agency, only 57 children aged 0-5 in the whole community.  Will download final assessment reveiw and use to see where gaps are.","March 9, 2009","May 9, 2009","September 14, 2009",,,0,0,,0,0,,1,0,20,"5","15","20",1,,"Ultra Rural",,,,"Stand Alone","88",0,,,,,,,,,,,,,,,,"11000.0000","1000.0000","10000.0000",,1,,,"10000.0000",,,"10000.0000",1238482800000,1242111600000,0,1,1,"10000.0000","Funding requested to upgrade their toy and parent ","All 5 Core Service Areas are offered through Bosto","FV-11",1,1364799600000,1331535600000,"984",,"Sent membership renewal note via email June 2.  Grant was approved - forwarded confirmation along with information on Joint Membership","Renewed from 2004!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
53,0,0,1,0,0,"2002",,,"100.0000",,"100.0000","10673 2969 RR0001","Frog Hollow Neighbourhood House","2131 Renfrew Street",,"BC","Vancouver","V5M 4M5","6042511225","6042543764","www.froghollow.bc.ca#http://www.froghollow.bc.ca#","Gary Dobbin","Executive Director","6042511225",223,"gdobbin@froghollow.bc.ca","contact@froghollow.bc.ca","1","70","Frog Hollow Family Programs","Diane Wilmann","Director of Family Programs","(604) 251-1225","diane@froghollow.bc.ca",,1,"149",0,"Vancouver Coastal",,"578,041",1,"2131 Renfrew Street",,"Vancouver","BC","V5M 4M5","6042511225","6042543764",1,"2131 Renfrew Street",,"Vancouver","BC","V5M 4M5","Vancouver",0,"Diane Wilmann","Director of Family Programs","6042511225","224","diane@froghollow.bc.ca","Lea Laberge","Family Programs Coordinator","246","lea@froghollow.bc.ca",,,,,,,0,0,,0,0,,0,1,5,"5","5","10",1,,"Urban",,,,"Multi-service",,0,,,,,,,,,,,,,,,,"19322.0000","8140.0000","11182.0000",,1,,,"10000.0000",,,"11182.0000",1238482800000,1242111600000,1,0,0,,"To increase capactiy in their Garabaldi School sat","Very well written application with lots of backgro","VC - 1",1,1364799600000,1331535600000,"010",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
55,0,0,1,1,0,"2002",,,"100.0000",,"100.0000",,"Britannia Community Services Centre","1661 Napier Street",,"BC","Vancouver","V5L 4X4","6047183846","6047185858","www.britanniacentre.org#http://www.britanniacentre.org#","Leah Drayton","Manager of Child Care Services","6047185816",,"leah.drayton@vancouver.ca","grandviewcc@shawbiz.ca","50","25","Grandview Terrace Family Resource","Alejandra Uribe","Program Coordinator","(604) 718-5846","grandviewcc@shawbiz.ca",,1,"005",0,"Vancouver Coastal",,"578,041",0,"2075 Woodland Drive",,"Vancouver","BC","V5N 2N9","6047185846","6047185858",1,"2075 Woodland Drive",,"Vancouver","BC","V5N 2N9","Vancouver",0,"Alejandra Uribe","Program Coordinator","6047185846",,"grandviewcc@shawbiz.ca",,,,,,,,,,,0,0,,0,0,,1,0,30,"8","10","18",1,,"Urban",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,,,0,0,0,,,,,1,1364799600000,1337238000000,"48",,,"Member No 0128 is Britannia Comm Ctr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
57,0,0,0,0,0,"2002","60.0000",,,,"60.0000",,"Hastings Community Association","3096 E. Hastings Street",,"BC","Vancouver","V5M 2Z4","6047186222","6047186226","www.vancouver.ca/parks/cc/hastings#http://www.vancouver.ca/parks/cc/hastings#","Paul Calderhead","Executive Director","6047186222",,"paul.calderhead@vancouver.ca",,"1","30","Hastings Family Enrichment","Paul Calderhead","Executive Director","(604) 718-6233","paul.calderhead@vancouver.ca",,1,"096",0,"Vancouver Coastal",,"578,041",0,"3096 E. Hastings Street",,"Vancouver","BC","V5M 2Z4","6047186233","6047186226",0,"3096 E. Hastings Street",,"Vancouver","BC","V5M 2Z4","Vancouver",0,"Alice Eng","Coordinator","6047186233",,"alice.eng@vancouver.ca",,,,,,,,,,,0,0,,0,0,,1,0,10,"5","5","10",1,,"Urban",,,,"Stand Alone","4",0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,,,0,0,0,,,,,2,1364799600000,1339743600000,"65",,"Paid Membership Dues to FRP-BC.  Accounted for in payment from FRP-BC to FRP Canada (March 2009)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
58,1,0,1,1,0,"2002",,,"100.0000",,"100.0000",,"Vancouver Island Health Authority","675 Canada Avenue",,"BC","Duncan","V9L 1T9","2507093050","2507093055","#http://www.viha.ca/child_youth_family_health/#","Rhoda Taylor",,"2507093000",5505,"rhoda.taylor@viha.ca",,,,"Healthy Beginnings","Rhoda Taylor",,"(250) 709-3050","rhoda.taylor@viha.ca",,1,"024",1,"Vancouver Island",,"5,032",1,"675 Canada Avenue",,"Duncan","BC","V9L 1T9","2507093050","2507093055",1,"675 Canada Avenue",,"Duncan","BC","V9L 1T9","Duncan",0,"Rhoda Taylor",,"2507093050",,"rhoda.taylor@viha.ca",,,,,,,,,,,0,0,,0,0,,1,0,100,"75","15","90",1,,"Ultra Rural",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,1210921200000,,0,0,0,,,,,1,1364799600000,1338274800000,"51",,"Paid Membership Dues to FRP-BC",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
59,0,0,1,1,0,"2006",,,"100.0000",,"100.0000",,"Hope Community Services","434 Wallace St.","Box 74","BC","Hope","V0X 1L0","6048692466","6048693317","www.hopecommunityservices.com#http://www.hopecommunityservices.com#","Maclynne Bourquin","Executive Director","6048692466",102,"mbourquin@hopecommunityservices.com",,"10","10","Hope Family Place","Maclynne Bourquin","Executive Director","(604) 869-2466","mbourquin@hopecommunityservices.com","#http://www.rainbowcountry.bc.ca/communityservices/homenf.htm#",1,"202",0,"Fraser Valley",,"6,667",0,"604 Hudson Bay",,"Hope","BC","V0X 1L1","6048692466","6048690516",0,"Box 74",,"Hope","BC","V0X 1L0","Hope",0,"Kim Paolini","Coordinator","6048692466","403","kpaolini@hopecommunityservices.com",,,,,"They will be completing the worksheet soon and will roll together in their ""soon to be"" Accreditation.  No response to July follow up.","March 2009","April 2009","May 2009","July 2009",,0,0,,0,0,,1,0,12,"12","10","22",1,,"Ultra Rural",,,,"Multi-service","95",0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,,,,,1,1364799600000,1331107200000,"019",,"Paid Membership Dues to FRP-BC.  Accounted for in payment from FRP-BC to FRP Canada (March 2009)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
60,1,0,1,1,0,"2002",,,"100.0000",,"100.0000",,"James Bay Community Project","547 Michigan Street",,"BC","Victoria","V8V 1S5","2503887844","2503887856","www.jbcp.bc.ca#http://www.jbcp.bc.ca#","Kaye Kennish","Executive Director","2503887844",,"kkennish@jbcp.bc.ca","askus@jbcp.bc.ca","0",,"The Family Centre","Kaye Kennish","Executive Director","(250) 388-7844","kkennish@jbcp.bc.ca",,1,"034",0,"Vancouver Island",,"78,057",1,"547 Michigan Street",,"Victoria","BC","V8V 1S5","2503887844","2503887856",1,"547 Michigan Street",,"Victoria","BC","V8V 1S5","Victoria",0,"Nancy Smith","Family Centre Coordinator","2503887844","313","nsmith@jbcp.bc.ca",,,,,,,,,,,0,0,,1,0,,1,0,10,"10","10","20",1,,"Urban",,,,"Multi-service","28",0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,1210921200000,,0,0,0,,,,,1,1364799600000,1331107200000,"012",,"Paid Membership Dues to FRP-BC.  Accounted for in payment from FRP-BC to FRP Canada (March 2009)","Hanne Fair retired (October 2009)

Staff
Executive Director
•Penny Coates - pcoates@jbcp.bc.ca
Finance & Administration
•Brian Yellin, Manager, Financial Services - byellin@jbcp.bc.ca
•Bob Broughton, Accounts Payable - bbroughton@jbcp.bc.ca
•Helen Tuele, Executive Assistant - htuele@jbcp.bc.ca
Family & Community Services
•Dee Whitney, Reception/Office Assistant - askus@jbcp.bc.ca
Programs & Services
•Alex Flynn, Family Centre Coordinator - aflynn@jbcp.bc.ca
•Barb Anderson, Outreach Counsellor - banderson@jbcp.bc.ca
•Catriona Campbell, Coordinator of Volunteers - ccampbell@jbcp.bc.ca
•Lisa Gleinzer, Seniors Support - lgleinzer@jbcp.bc.ca
•Nancy Smith, Family Resource Centre - nsmith@jbcp.bc.ca
•Barrie Taylor, Community Closet Supervisor - btaylor@jbcp.bc.ca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
62,0,1,1,0,0,"2002",,,"100.0000",,"100.0000","12992 1177 RR0001","Kelowna Child Care Society","#4 - 1890 Ambrosi Rd.",,"BC","Kelowna","V1Y 4R9","2507623536","2508611299","www.kelownachildcare.com#http://www.kelownachildcare.com#","Michelle Dickie","Executive Director","2507623536",203,"Michelled@kelownachildcare.com","resource@kelownachildcare.com","8","18","Central Okanagan FRP","Michelle Dickie","Executive Director","(250) 762-3536","Michelled@kelownachildcare.com",,1,"071",1,"Interior",,"106,707",0,"1434 Graham Street",,"Kelowna","BC","V1Y 3A8","2507623536","2508611299",0,"KCCS, #4 - 1890 Ambrosi Road",,"Kelowna","BC","V1Y 4R9","Kelowna",1,"Jodi Quibell","FRP Program Coordinator","2507623536",,"jodibq@shaw.ca",,,,,"Currently working on the worksheet.  Working with ","March, 2009","April, 2009","May, 2009",,,1,0,,0,1,1262246400000,1,0,,,"10","10",1,"ChildCare","Urban",,,,"Multi-service","87",1,,"8050.0000",,,,,,,,,,,,,,"60145.0000","3570.0000","56575.0000",,1,,,"10000.0000",,,"20000.0000",1232006400000,1235721600000,1,0,1,"20000.0000","1) FRP Assistant: to continue providing the parent","overall, the application is well written and shows","Interior - 11",3,1364799600000,1334041200000,"36",,"FRP Canada membership for 08/09 was paid but not recorded. sFRP Canada extended their membership for 09/10.  Kelowna Child Care renewed FRP-BC membership for 09/10 as well. (paid $60 - added to a late 2008 payment of $40).  Lynn said don't return the $60","Updated via Questionnaire.  No satellites.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"The Bridge Youth and Family Services","Central Okanagan Boys & Girls Clubs","Clubhouse Child Care Centre","Success by Six",,,,,,,,,0,0,0,0,0,0,0,0,,,0
63,0,0,1,1,0,"2002",,,"100.0000",,"100.0000","118983634 RR0001","Kitimat Child Development Centre","1515 Kingfisher Avenue",,"BC","Kitimat","V8C 1S5","2506323144","2506323120","www.kitimatcdc.ca#http://www.kitimatcdc.ca#","Margaret Warcup","Executive Director","2506323144",27,"mwarcup@kitimatcdc.ca","info@kitimatcdc.ca","30","30","Kitimat - Family Fun Spot","Cheryl Lippert","Child & Youth Services","(250) 632-3144","clippert@kitimatcdc.ca",,1,"101",0,"Northern",,"9,000",1,"1515 Kingfisher Avenue",,"Kitimat","BC","V8C 1S5","2506323144","2506323120",1,"1515 Kingfisher Avenue",,"Kitimat","BC","V8C 1S5","Kitimat",0,"Cheryl Lippert","Child, Youth and Family Coordinator","2506323144","31","clippert@kitimatcdc.ca",,,,,,,,,,,1,0,,1,1,1259654400000,1,0,16,"10","10","20",1,"FRP","Rural",,,,"Multi-service","100",0,,,,,,,,,,,,,,,,"38750.0000","9000.0000","29750.0000",,1,,,"10000.0000",,,"29750.0000",1210921200000,1214204400000,1,0,1,"20000.0000","Expand a Dad's Drop-in.  A weekly drop-in for youn","Applied for both Stream 1 & Stream 2 ---- Stream O","N-8",2,1372662000000,1340953200000,"76",,"Paid Membership Dues to FRP-BC","Renewal Update. No Questionnaire - yet.

Society",1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,82,"Building Blocks","Infant Development Program","Healthy Babies","CAP-C",,,,,,,,,0,0,0,0,0,0,0,0,,,1
64,0,0,0,0,0,"2002","60.0000",,,,"60.0000",,"Kitsilano Neighbourhood House","2305 - 2325 West 7th Avenue",,"BC","Vancouver","V6K 1Y4","6047363588","6047363640","www.kitshouse.org#http://www.kitshouse.org#","Catherine Leach","Executive Director","6047363588",,"catherine@kitshouse.org","frontdesk@kitshouse.org","2","23","KNH-Parent and Tot Drop-in","Sandra Petrozzi","Coordinator of Family Programs","(604) 736-3588","sandra@kitshouse.org",,1,"017",1,"Vancouver Coastal",,"578,041",1,"2305 - 2325 West 7th Avenue",,"Vancouver","BC","V6K 1Y4","6047363588","6047363640",1,"2305 - 2325 West 7th Avenue",,"Vancouver","BC","V6K 1Y4","Vancouver",0,"Sandra Petrozzi","Coordinator of Family Programs","6047363588","25","sandra@kitshouse.org",,,,,,,,,,,0,0,,0,0,,1,0,15,"7","5","12",1,,"Urban",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,,,0,0,0,,,,,2,1372662000000,1340953200000,"77",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,,,,,,,,,,,,0,0,0,0,0,0,1,0,"Continuum of Service",,0
65,0,0,0,0,0,"2002","60.0000",,,,"60.0000",,"Kiwassa Neighbourhood House","2425 Oxford Street",,"BC","Vancouver","V5K 1M7","6042545401","6042547673","www.kiwassa.ca#http://www.kiwassa.ca#","Nancy McRitchie","Executive Director","6042545401",229,"nancym@kiwassa.ca","info@kiwassa.bc.ca","2","40","Kiwassa Family Programs","Mellissa Cailleaux","Community Programs Manager","(604) 254-5401",,,1,"085",0,"Vancouver Coastal",,"578,041",1,"2425 Oxford Street",,"Vancouver","BC","V5K 1M7","6042545401","6042547673",1,"2425 Oxford Street",,"Vancouver","BC","V5K 1M7","Vancouver",0,"Melissa Cailleaux","Community Programs Manager","6042545401",,"melissac@kiwassa.ca",,,,,,,,,,,0,0,,0,0,,1,0,3,"D","D","0",1,,"Urban",,,,"Multi-service","55",0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,,,0,0,0,,,,,1,1317452400000,1288076400000,"824",,"Sent membership renewal reminder: June 1","Renewed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
66,0,1,1,0,0,"2002",,,"100.0000",,"100.0000","10757 6894 RR0001","Kootenay Family Place","767 11th Avenue","Box 3144  -  Castlegar, BC   V1N 3H4","BC","Castlegar","V1N 1J7","2503658448","2503655792","www.kootenayfamilyplace.org#http://www.kootenayfamilyplace.org#","Lynnene Lewis","Director of Quality Assurance","2503658448",233,"lynnene.kfp@telus.net","neighbourhoodhouse.kfp@telus.net","5","10","Kootenay Neighbourhood  Drop-in",,"Neighbourhood House Coordinator","(250) 365-8448","neighbourhoodhouse.kfp@telus.net",,1,"080",1,"Interior",,"7,863",1,"767 11th Avenue","Box 3144  -  Castlegar, BC   V1N 3H4","Castlegar","BC","V1N 1J7","2503653662","2503655792",0,"Box 3144",,"Castlegar","BC","V1N 3H4","Castlegar",1,,"Neighbourhood House Coordinator","2503653662","259","neighbourhoodhouse.kfp@telus.net","Connie Relkoff","Accounts Manager (Membership)",,"connie.kfp@telus.net","Doing the worksheets and will roll into COA Accred","March 2009","March 2009","May 2009",,,0,0,,1,0,,1,0,10,"5","10","15",1,,"Ultra Rural",,,,"Multi-service","0",1,,"9000.0000",,,,,,,,,,,,,,"20589.0000","600.0000","19998.0000",,1,,,"10000.0000",,,"19998.0000",1232006400000,1235721600000,1,0,1,"19000.0000","To develop partnership between Kootenay Famly Plac","The Slocan Valley region is very rural, with many ","Interior - 5",1,1364799600000,1335769200000,"42",,"Paid Membership Dues to FRP-BC.  Accounted for in payment from FRP-BC to FRP Canada (March 2009)","Updated via Q.  

Beautiful Beginnings
CAPC
Neighbourhood House
Parent Education
Baby Steps

Drop-in: Thursdays only


For all future contact regarding membership payments, forward to Connie Relkoff (account manager) at connie.kfp@telus.net

CAPC Coordinator: Dorothy Kaytor
capc.kfp@telus.net

Meagan Read: Maternity Leave - October 2010-October 2011
May not return to work",1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,20,"Slocan Valley Early Childhood Community Advisory Council","W.E. Graham Community Services Society","Columbia Basin Alliance for Literacy Program","Community Action Program for Children (CAPC)",,,,,,,,,0,0,0,0,0,0,0,0,,,1
